position_sun,velocity_sun,position_earth,velocity_earth,position_jupiter,velocity_jupiter,position_saturn,velocity_saturn,position_neptune,velocity_neptune,position_uranus,velocity_uranus,position_venus,velocity_venus,position_mars,velocity_mars,position_mercury,velocity_mercury
"-585311.9590969923,-107033.2705445773,22128.52774686957","-0.003419005035689416,-0.01130519900894422,6.547929815099284e-05","70910763.2366829,129149364.4209808,48489.25237457454","-26.56564333213527,14.29009538069669,0.001360986600891678","635012923.8080003,-401049985.3593473,-12601809.29913774","6.816675858186724,11.66022418547622,-0.2004397941435441","23937096.10290296,1347973241.54008,-24680733.62153339","-10.18459801317276,0.1486782705335839,0.4019046652431799","-2237266509.332723,3890427316.039391,-28565813.82629347","-4.742218115008156,-2.674824736340602,0.1640110681143309","1991960950.339947,-2208700845.472909,-34110755.05031788","5.005487699485212,4.244590234620454,-0.04944580868337356","56257275.57529584,91694149.1819163,-2029864.086243276","-29.89098315029371,18.26943694675001,1.97280313472708","-57434222.6818902,-215222322.7096768,-3070259.327211618","24.3502115060164,-4.129598845444455,-0.6891200214962065","-38497989.35868697,32746085.21969996,6190320.61936646","-41.80764153733485,-34.81025648129017,1.007397920908138"
"-594287.9842329132,-490947.9207234314,22012.5637754752","0.003191916582400946,-0.01255485710091082,-7.897642013803084e-05","71494507.74096759,128437279.4542072,47484.4109820798","-26.47209048597364,14.41169470141079,0.002773490663815714","740988302.084846,9162484.9074858,-16649500.02187221","-0.3225451460585048,13.67556732857211,-0.0484539191644382","-294995893.8081557,1316513431.86896,-11474870.62600547","-9.953359839386279,-2.135248965455683,0.4326055279173933","-2385168769.282909,3803257629.446561,-23363980.93209481","-4.635999537948647,-2.853315265548073,0.1652339616923235","2144692975.320032,-2069420707.041059,-35576013.65151346","4.67698926631507,4.584406330922214,-0.04385729073486866","25818583.5939617,-106057829.6127416,-2922459.790726155","33.7397679551971,8.367137553926447,-1.837142556628901","-64663074.37414162,231037352.0272644,6452093.910142511","-22.41414069302086,-4.426636851575693,0.4626296641352843","-59576952.6909409,-17369221.44276327,4071547.198889742","3.307306044819892,-44.71980709731871,-3.951256449920901"
"-385273.5961814658,-852229.1821021071,16701.63957576826","0.009927381456897876,-0.009708879938469245,-0.0002492061660906257","72286138.95951708,127761289.8100631,42516.22265455872","-26.41658729429284,14.54690288844825,0.002093839386667184","614421074.6923733,415953823.3517769,-15467904.84034973","-7.483038672198496,11.42651093977062,0.1212454294612204","-598191901.260189,1214662178.035306,2345822.598411739","-9.193249405123474,-4.291057064953471,0.4400139511165557","-2529587944.832157,3710533995.693774,-18127514.54401946","-4.522141544640779,-3.02685831945388,0.1665146827013068","2286723858.549218,-1919812747.975755,-36863734.76681113","4.327108285668131,4.899401979908895,-0.03804290631467744","-92099078.31520745,54903871.65320296,6065837.900219399","-18.32597004132177,-30.10826836547041,0.6549475661554975","35538708.85818613,-212533692.9861562,-5301244.233660474","24.82599255923374,6.114847612093738,-0.4865513905463426","-37994870.75293248,-58323130.83172625,-1211755.010860477","30.93614023596045,-24.34801141360093,-4.830979935762137"
"-2043.734769375795,-1071286.860422807,6837.13657329604","0.01405010724642757,-0.003887297617032149,-0.0003687796017053371","73249495.27324528,127217437.5305869,31760.99459055066","-26.34720877080484,14.64766237609296,0.001328721130390065","295528054.1970394,693088798.3878778,-9445404.651258677","-12.17184936445306,5.728658098908889,0.2495674305710613","-869790748.8389573,1048539826.42123,16044575.1823898","-7.961221468239464,-6.190383420893638,0.4242780747492048","-2670315497.831216,3612396568.199337,-12864761.05166698","-4.401846778483842,-3.196484001946977,0.1669981003792658","2417407742.597353,-1760677760.797795,-37968503.89168954","3.957631533730451,5.188463346665215,-0.03212438123239036","105777873.3669239,22660436.16907522,-5787166.117502693","-7.780611185243806,34.00838142852896,0.9070828085330351","-141553032.9506752,199632301.9146011,7709383.485067651","-18.85494620599108,-11.91442334183809,0.2175810626268939","3760353.397419959,-69833069.5621859,-5948988.146360658","38.88993510430953,5.18702321270086,-3.153382449318506"
"454833.6530895804,-1076805.864714691,-5560.132308153145","0.01435967947182617,0.003382307842460953,-0.000398682027727213","74295548.7620894,126884543.5318174,19469.48126622289","-26.26092589770493,14.78480132477872,0.002901464986452496","-112902872.5338238,763245466.6698695,-572653.3847174048","-13.07527401922611,-1.307825608716644,0.298495644727254","-1096265085.884893,827942606.2832372,28912691.72823095","-6.346795610040542,-7.730795043042147,0.3873121764693375","-2807151004.753364,3508992923.793094,-7583596.684691429","-4.276028828385726,-3.36084190589106,0.1678152539595619","2536153615.044993,-1592848604.992359,-38885745.63967431","3.57038851800331,5.450614525514553,-0.02613409829255664","-55642437.56760042,-93842224.69543803,1989232.89873476","29.73704695733619,-18.27871901775134,-1.963665458816716","122314577.6658101,-170803336.941918,-6572363.972128585","20.63113757375055,16.20208214452801,-0.1718882916192417","43153140.58606441,-46287059.04158087,-7621945.313981624","25.76772061764411,35.79856305207814,0.5506959895062522"
"867060.6492721993,-867369.0739978421,-17724.89142270491","0.01144172222705962,0.009602074867183362,-0.000360056437692944","75288637.30980696,126771886.6679153,6534.982958853245","-26.21855823209669,14.91129220380775,0.0008585795230695581","-491132124.3255478,619704247.5308732,8492461.866802424","-10.3922988443281,-7.509991562552408,0.2634981779443271","-1267241742.860294,565391399.1104084,40318478.80844018","-4.459028837474651,-8.843012813799223,0.3322445990331397","-2939898508.989661,3400479477.211769,-2290864.179511309","-4.142607585116584,-3.519875924299616,0.1682713321460028","2642427049.171542,-1417187046.679683,-39611745.44372177","3.167158450309077,5.685000897677599,-0.02002218765081798","-22259833.39206879,104147168.7162201,2730647.567267872","-34.30876086213218,-7.716700945711117,1.878908682302224","-200895296.358607,144336434.5870927,8013299.418078847","-13.21614624926439,-17.59858401902995,-0.04136061098250376","52021519.96936561,6068625.815756353,-4157593.679691312","-15.93810650547172,50.48605011019429,5.584917415009496"
"1140099.149402817,-494074.6902468549,-27210.04064987006","0.00582390259208864,0.01342876946855333,-0.0002393089675753347","76134176.24409273,126807699.258434,-3515.803135000169","-26.14703073171277,15.01301066772571,0.002949068477782646","-742316632.4411738,313938028.5716729,15369320.8074625","-5.246581667789899,-11.42708029450037,0.1640561824517528","-1375908138.782643,275032228.1565098,49741680.37381829","-2.413257962891792,-9.492850279043601,0.2628352021104061","-3068368303.187216,3287017892.393888,3004829.954568386","-4.003928354123262,-3.674479801670721,0.1679110058495137","2735751516.196365,-1234581174.128778,-40143650.13295317","2.749678942986975,5.890861218460385,-0.01376357829409791","92724763.51616381,-59123386.30857968,-6107646.478990275","18.67430886923183,29.3664229046469,-0.6842421791791526","184764964.9673211,-95090589.98847516,-6550689.920910299","12.04154275148959,23.61926038756769,0.1957967629036332","5564852.091670288,45239562.21793767,3296977.477291809","-58.24344507203251,6.516351375718552,5.888504476027724"
"1221393.048060461,-43108.46553928853,-32478.75687909719","-0.0006576707037316262,0.014598721853827,-8.596761867422226e-05","76791525.14513083,126926999.1406109,-8564.686403624713","-26.0751204802851,15.14930515359857,0.0017737497626511","-810852823.6711168,-69900737.24906614,18469837.66018458","0.9576235338179925,-12.40908017231368,0.02910851008650184","-1419051108.31801,-28447780.28955571,56792651.31457333","-0.3218696838084888,-9.678733140430666,0.1833239088093075","-3192379752.949493,3168777984.502747,8296145.354444504","-3.859886817659115,-3.823010175687835,0.1678794265719226","2815709224.551663,-1045942785.524831,-40479455.72822046","2.319743114077507,6.067495982555462,-0.007428259757795708","-103665492.0686035,-24495244.27106813,5699333.511313007","7.721427963489659,-34.25081578858716,-0.9072306763468259","-236893833.341842,72429726.72451088,7376651.539042488","-6.134009199433587,-21.10457876336684,-0.2901774471168723","-48438934.31145014,19536417.92688294,6133032.857335484","-27.90904345640656,-43.20491005625288,-0.9590749841235464"
"1097730.375787084,391635.6378306956,-32727.21482190378","-0.006778977387825419,0.01246946398473621,6.558421069417352e-05","77247809.07076243,127029554.4257092,-9924.9089217484","-26.03461202287358,15.25677637468798,0.002174347116248754","-685134217.3356923,-437213577.4182259,17149007.97925237","6.856208324669766,-10.40807575980504,-0.1112712945327967","-1396876818.348825,-330728020.0643778,61224486.42402755","1.711863562104772,-9.423038411442194,0.09815621061923707","-3311756657.482006,3045937473.247877,13575942.42394161","-3.709394648874668,-3.965953627157003,0.167238124777948","2881941612.113803,-852204672.6459445,-40617992.5573085","1.879270931373864,6.214262939876088,-0.001130623079734772","60776798.25403115,90395601.08744045,-2270292.034375932","-29.30594613585311,19.21197087868668,1.951420838130506","209250482.0691354,111073.9371899636,-5189643.661035016","0.9665354835728979,26.30545617853046,0.5260876812131325","-54973428.74906733,-30851947.71254128,2575824.904399212","13.68151969904908,-40.38355289285144,-4.554909419313132"
"800221.8358036166,722302.9149747357,-28294.14044744876","-0.01161687483191797,0.007944309406994324,0.0002107370333930907","77527839.34077325,127008044.0155285,-4940.672674901783","-25.95122256824368,15.35624872313513,0.00307400707214267","-394734541.3975931,-699055042.370618,11705886.45920458","11.20288368870239,-5.823398989154803,-0.2275222120988798","-1312606637.266722,-618465656.1076157,62932368.3280004","3.601865853859677,-8.764166701749735,0.01142459500012105","-3426330243.965971,2918678510.452603,18835606.55343711","-3.55497957054745,-4.103730679868582,0.1660528132564358","2934149577.884568,-654317856.3228967,-40558915.43221205","1.430271525734433,6.330600181086965,0.005085373956402961","23961236.19593699,-105598338.2122103,-2797242.180923834","33.97015860999424,7.341058057277552,-1.864745192011422","-245568221.7670806,-8034158.448284263,5885013.616669775","1.76736726211736,-22.14372030207163,-0.5072686827841011","-25628875.03942115,-63567636.53668098,-2842621.494713005","35.25267032924152,-16.09452560224471,-4.557302091069295"
"393463.6177686583,877620.3733292547,-20335.40695451491","-0.01356535465225412,0.00169865010856547,0.0002883671969732543","77701895.96471444,126821605.1685236,2309.577207714319","-25.884395678338,15.48592705508389,0.001509586675522812","-6538294.18371713,-786052272.9469388,3355532.106468499","12.89392663213552,0.4922524164390106,-0.2912039435436492","-1171882066.017009,-879744926.5921597,61934006.59605962","5.280824236256388,-7.753499930416893,-0.07325630554044738","-3535940153.657952,2787190519.620914,24068231.63848448","-3.39539407771421,-4.23451896072831,0.1653802713899977","2972093476.466265,-453248813.7712851,-40302698.38541377","0.9747273475713457,6.416050608871322,0.01127494276732932","-89517928.09506577,59490959.16956925,5963767.307658084","-19.2801035767611,-29.51087050218418,0.7164153624835805","191698120.2862536,95173219.48718731,-2780434.222049884","-9.786948608841879,23.79416973409936,0.7398626452901684","17045964.71257146,-64570538.80584595,-6891961.32582996","37.43359379711863,14.52585698735184,-2.259092973727573"
"-27897.38308909888,824020.9818888163,-10774.17341515567","-0.01233362052101409,-0.005142882606573556,0.0002988526530553815","77853808.84653042,126431064.0900346,11770.50739257783","-25.82864649791553,15.57938862915315,0.003688275558284992","382182821.0986976,-664476980.6136465,-5859364.630217731","11.15577766539283,7.119214954784633,-0.279315204940406","-982226297.8789489,-1104400020.73753,58351119.58540541","6.697070242306499,-6.450201255239604,-0.1527128433146028","-3640430867.991604,2651668394.415254,29266292.38205242","-3.230442943687995,-4.359437752959723,0.1639735912665718","2995592867.034163,-249976651.1289152,-39850630.96236089","0.5145115442070995,6.47026988288975,0.01748942077956706","106449534.2876066,21280518.4752412,-5887952.214877143","-6.750733760597408,34.22698946254052,0.8503370908173409","-224759621.3564925,-88022139.30051494,3689728.945694488","9.812682181086757,-20.47433790304191,-0.671024953976989","49879582.14599017,-31042232.61527756,-7201097.360338608","16.63882021785451,43.31715824319316,2.003521101539359"
"-354474.0219447518,577458.6205974857,-2208.873075142765","-0.007790927289107189,-0.01023731232168029,0.0002337763846619687","78097201.99312201,125838616.4912747,19985.79337158799","-25.72834726742764,15.68408916056147,0.001605962275056605","660712008.0843675,-354051603.1181117,-13375580.00045764","6.001770675212906,12.123369007499,-0.1842684063356588","-752587005.2286087,-1284179906.360743,52394379.94415057","7.811881927636922,-4.916658851259757,-0.2241701317284863","-3739656446.649786,2512310803.763812,34421479.34719706","-3.062019928153916,-4.478167628691954,0.1624194796973568","3004526185.3516,-45489976.85369369,-39204815.41094092","0.05141099199367921,6.493026736499038,0.02366877707099002","-59273906.5924141,-90391790.78643267,2177392.845794365","29.14026969594557,-19.20977479078328,-1.942370258337773","138456489.1739242,172199754.3448619,155414.6287978366","-17.91059698112265,17.28305652366654,0.8049338744939556","42639024.51910023,23755185.85897727,-2065275.57179923","-32.62371602416903,45.03749301301312,6.675594231737241"
"-497339.7345460476,214041.9828390511,3071.105891887069","-0.0009027925009277254,-0.0121644205823028,9.251601498136072e-05","78526678.19256735,125130230.6431645,23847.60748708248","-25.66357617604014,15.81438630924163,0.002681150481686601","737934462.3367751,63046554.01066325,-16813709.46586985","-1.279425629172853,13.62750691723616,-0.02710188273426528","-492934925.1824777,-1412807858.452575,44349184.93443048","8.59830312770219,-3.215978653804842,-0.2852998821557162","-3833479338.315,2369323402.160353,39527282.72819829","-2.888447174240653,-4.589273187761282,0.1613101399840391","2998831317.331593,159216858.140581,-38368170.02076976","-0.4127224968991887,6.484200997863969,0.02967097822785636","-20319173.25181442,105918902.9907927,2572060.438131504","-34.54060456210993,-6.660391657985305,1.90615633802718","-174666619.665588,-157170686.7714297,1017777.605174787","17.16395117310872,-15.92601660825165,-0.7574819454953605","-15499363.07548065,44671787.77923826,5010350.303985965","-55.92927992438605,-13.76148519480864,4.021968192683526"
